Internal Name,Localized Name,Item Type,Description,Source Mod
"FireGodSurturCape","Flaming Phoenix Feather","Armor","Set your Heart Ablaze! Enveloped by the Flames of Ragnorak"," you Alone hold the Power to bring about the End of Times...","Shawesomes_Divine_Armaments"
"FrostGodJotnarCape","Vafþrúðnir's Regalia","Armor","In the frigid heart of Ginnungagap"," Ymir slumbers"," the Ancient Frost"," from whose Dreams and Tears"," the Cosmos takes its First Breath"," and the World is Born Anew...","Shawesomes_Divine_Armaments"
"ShawesomeCape","Shroud of Shawesome","Armor","Crafted by Odin"," Consecrated in the Blood of Jörmungandr and Blessed by Thor. Gifts from the Gods to the Mighty Shawesome for his Ascension to the Godly Realm...","Shawesomes_Divine_Armaments"
"jmcgoddess","Valkyrie's Grace","Armor","The Skies Twist and the Heavens Roar! Omnipotence ebbs and flows through You...","Shawesomes_Divine_Armaments"
"CD_kit_dungeon_sunkencrypt_irongate_rusty","Iron Gate","Undefined","","Forbidden_Catacombs"
"CD_kit_crypt_skeleton_chest","Ancient Coffin","Undefined","","Forbidden_Catacombs"
"CD_kit_CryptKey","Offering","Item","$item_cryptkey_description","Forbidden_Catacombs"
"BFD_Pickable_SurtlingCoreStand","BFD_Pickable_SurtlingCoreStand","Undefined","","Underground_Ruins"
"BFD_Spawner_GreydwarfNest","Greydwarf Nest","Undefined","","Underground_Ruins"
"Warp_Greydwarf_Root","Warp_Greydwarf_Root","Undefined","","Underground_Ruins"
"Warp_MineRock_Copper","Copper vein","Undefined","","Underground_Ruins"
"BFD_CryptKey","Surtling Offering","Item","$item_cryptkey_description","Underground_Ruins"
"BFD_chest_spawner1","Ancient Coffin","Undefined","","Underground_Ruins"
"BFD_chest_spawner2","Ancient Coffin","Undefined","","Underground_Ruins"
"0_PuzzlePickable","0_PuzzlePickable","Undefined","","Underground_Ruins"
"1_PuzzlePickable","1_PuzzlePickable","Undefined","","Underground_Ruins"
"2_PuzzlePickable","2_PuzzlePickable","Undefined","","Underground_Ruins"
"3_PuzzlePickable","3_PuzzlePickable","Undefined","","Underground_Ruins"
"4_PuzzlePickable","4_PuzzlePickable","Undefined","","Underground_Ruins"
"5_PuzzlePickable","5_PuzzlePickable","Undefined","","Underground_Ruins"
"6_PuzzlePickable","6_PuzzlePickable","Undefined","","Underground_Ruins"
"7_PuzzlePickable","7_PuzzlePickable","Undefined","","Underground_Ruins"
"BMR_SummonBoar","Boar (Summon)","Creature","","MagicRevamp"
"BMR_SummonNeck","Neck (Summon)","Creature","","MagicRevamp"
"BMR_SummonGreydwarf","Greydwarf (Summon)","Creature","","MagicRevamp"
"BMR_SummonGreydwarf_Elite","GreydwarfBrute (Summon)","Creature","","MagicRevamp"
"BMR_SummonSkeleton","Skeleton (Summon)","Creature","","MagicRevamp"
"BMR_SummonTroll","Troll (Summon)","Creature","","MagicRevamp"
"BMR_SummonDraugr","Draugr (Summon)","Creature","","MagicRevamp"
"BMR_SummonDraugr_Ranged","DraugrArcher (Summon)","Creature","","MagicRevamp"
"BMR_SummonAbomination","Abomination (Summon)","Creature","","MagicRevamp"
"BMR_SummonWolf","Wolf (Summon)","Creature","","MagicRevamp"
"BMR_SummonHatchling","Hatchling (Summon)","Creature","","MagicRevamp"
"BMR_SummonUlv","Ulv (Summon)","Creature","","MagicRevamp"
"BMR_SummonStoneGolem","StoneGolem (Summon)","Creature","","MagicRevamp"
"BMR_SummonFenring_Cultist","Cultist (Summon)","Creature","","MagicRevamp"
"BMR_SummonBat","Bat (Summon)","Creature","","MagicRevamp"
"BMR_SummonLox","Lox (Summon)","Creature","","MagicRevamp"
"BMR_SummonGoblin","Goblin (Summon)","Creature","","MagicRevamp"
"BMR_SummonGoblinArcher","GoblinArcher (Summon)","Creature","","MagicRevamp"
"BMR_SummonGoblinBrute","GoblinBrute (Summon)","Creature","","MagicRevamp"
"BMR_SummonDeathsquito","Deathsquito (Summon)","Creature","","MagicRevamp"
"BMR_SummonSeeker","Seeker (Summon)","Creature","","MagicRevamp"
"BMR_SummonSeekerBrute","SeekerBrute (Summon)","Creature","","MagicRevamp"
"BMR_SummonAsksvin","Asksvin (Summon)","Creature","","MagicRevamp"
"BMR_SummonCharredMelee","Charred Melee (Summon)","Creature","","MagicRevamp"
"BMR_SummonBlob","Blob (Summon)","Creature","","MagicRevamp"
"BMR_SummonBlobLava","BlobLava (Summon)","Creature","","MagicRevamp"
"BMR_SummonBlobTar","BlobTar (Summon)","Creature","","MagicRevamp"
"BMR_SummonFallenValkyrie","Fallen Valkyrie (Summon)","Creature","","MagicRevamp"
"BMR_SummonSurtling","Surtling (Summon)","Creature","","MagicRevamp"
"BMR_SummonWraith","Wraith (Summon)","Creature","","MagicRevamp"
"BlackMetalBelt_JH","BlackMetal Belt","Item","Gives the wearer extra superhuman strength","WackysDatabase"
"HoneyGlazedLox","Honey Glazed Lox","Food","Lox Meat slathered in honey","WackysDatabase"
"StaffBurst_JH","Magic Burst Shot","Weapon","A charged weapon capable of shooting magic infused shrapnel at your foes.","WackysDatabase"
"TrophyGoldenVrykolathas","Golden Vrykolathas Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"WindPotion_JH","Tail Wind Potion","Food","Gives you tail wind","WackysDatabase"
"Bandage_JH","Bandage","Food","A simple bandage to clean your wounds.","WackysDatabase"
"TrophyGoldenDragon","Golden Trophy Moder","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"SkillPotionPolearm_JH","Skill Potion - Polearm","Food","A potion favored by vikings that fight with polearms","WackysDatabase"
"DwarvenDevastator_JH","Dwarven Eruptor","Weapon","A charged dwarven weapon capable of shooting refined shrapnel at your foes","WackysDatabase"
"IronDevastator_JH","Iron Eruptor","Weapon","A charged weapon capable of shooting iron shrapnel at your foes","WackysDatabase"
"TrophyGoldenBonemass","Golden Trophy Bonemass","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"SeekerJerky_JH","Seeker Jerky","Food","Crunchy and full of flavor","WackysDatabase"
"TrophyGoldenEikthyr","Golden Eikthyr Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"RagnoriteDevastator_JH","Ragnorite Eruptor","Weapon","A charged weapon shooting ragnorite shrapnel at your foes","WackysDatabase"
"FlintDevastator_JH","Flint Eruptor","Weapon","A charged weapon capable of shooting 10 flint shrapnel at your foes","WackysDatabase"
"SkillPotionClub_JH","Skill Potion - Clubs","Food","A potion favored by vikings that fight with clubs","WackysDatabase"
"HoneyGlazedMeat","Honey Glazed Meat","Food","Boar Meat slathered in honey","WackysDatabase"
"TrophyGoldenAsmodeus","Golden Asmodeus Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"TrophyGoldenAbomination","Golden Abomination Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"SkillPotionKnives_JH","Skill Potion - Knives","Food","A potion favored by vikings that fight with knives","WackysDatabase"
"DandelionTea_JH","Dandelion Tea","Food","A very healthy beverage","WackysDatabase"
"FishMeatSkewer","Fish Skewer","Food","Salty yet satisfying","WackysDatabase"
"DvergrBelt_JH","Dvergr Belt","Item","Dvergr would wear this belt to help carry their meads","WackysDatabase"
"VegetableSoup_JH","Vegetable Soup","Food","A warm soup made from various vegetables.","WackysDatabase"
"JellyGlazedSeeker","Jelly Glazed Seeker","Food","Seeker Meat slathered in jelly","WackysDatabase"
"MeadBaseNoise_JH","Mead Base Noise Reduction","Item","Needs to be fermented.","WackysDatabase"
"NoisePotion_JH","Quiet Potion","Food","Reduce the noise you make to hopefully feel safe...","WackysDatabase"
"HoneyGlazedWolf","Honey Glazed Wolf","Food","Wolf Meat slathered in honey","WackysDatabase"
"InfusedCrystal_JH","Infused Crystal","Item","A mysterious crystal containing some kind of energy within.              <color=#edd221>Valuable</color>","WackysDatabase"
"JellyGlazedHare","Jelly Glazed Hare","Food","Hare Meat slathered in jelly","WackysDatabase"
"TrophyGoldenElder","Golden Trophy Elder","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"StaffLightningBurst_JH","Lightning Burst Shot","Weapon","A charged weapon capable of shooting lightning-infused shrapnel at your foes.","WackysDatabase"
"TrophyGoldenBrute","Golden Brute Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"Bandage2_JH","Suture Kit","Food","Needles and thread"," for closing wounds.","WackysDatabase"
"TrophyGoldenSvalt","Golden Trophy Svalt","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"HoneyGlazedNeck","Honey Glazed Neck","Food","Neck Tail slathered in honey","WackysDatabase"
"SilverDevastator_JH","Silver Eruptor","Weapon","A charged weapon capable of shooting silver shrapnel at your foes","WackysDatabase"
"StaffofHealing2_JH","Staff of Major Healing","Weapon","Staff that heals you and your allies in a small radius over time.","WackysDatabase"
"StaffPoisonBurst_JH","Poison Burst Shot","Weapon","A charged weapon capable of shooting toxic-infused shrapnel at your foes.","WackysDatabase"
"HoneyGlazedDeer","Honey Glazed Deer","Food","Deer Meat slathered in honey","WackysDatabase"
"TyraniumDevastator_JH","Tyranium Eruptor","Weapon","A charged weapon shooting tyranium shrapnel at your foes","WackysDatabase"
"TrophyGoldenKing","Golden Trophy Yagluth","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"FlametalDevastator_JH","Flametal Eruptor","Weapon","A charged weapon shooting flametal shrapnel at your foes capable of stopping them in their tracks","WackysDatabase"
"EnchantedKey","Enchanted Key","Item","Haldor has granted you access to his key for supporting him in finding his treasure chests in the realm"," it will unlock his enchanted chest which inside will help you in enchanting your equipment","WackysDatabase"
"HoneyGlazedFish","Honey Glazed Fish","Food","Cooked fish slathered in honey","WackysDatabase"
"BronzeDevastator_JH","Bronze Eruptor","Weapon","A charged weapon capable of shooting bronze shrapnel at your foes","WackysDatabase"
"StaffofHealing_JH","Staff of Minor Healing","Weapon","Staff that heals you and your allies in a small radius over time.","WackysDatabase"
"MushroomSoup_JH","Mushroom Soup","Food","A delicious meal with an earthly taste.","WackysDatabase"
"SkillPotionAxe_JH","Skill Potion - Axes","Food","A potion favored by vikings that fight with axes","WackysDatabase"
"FishStew_JH","Fish Stew","Food","Smells of honey and fish...","WackysDatabase"
"NeckJerky_JH","Neck Jerky","Food","Tasty and lean","WackysDatabase"
"StaffFireBurst_JH","Fire Burst Shot","Weapon","A charged weapon capable of shooting fire-infused shrapnel at your foes.","WackysDatabase"
"TrophyGoldenSGolem","Golden Golem Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"FishJerky_JH","Fish Jerky","Food","Salty but filling","WackysDatabase"
"PickaxeStone_JH","Stone Pickaxe","Weapon","Pickaxe made of stone but only capable of terraforming","WackysDatabase"
"SkillPotionSword_JH","Skill Potion - Swords","Food","A potion favored by vikings that fight with swords","WackysDatabase"
"SilverBelt_JH","Silver Belt","Item","Gives the wearer some more superhuman strength","WackysDatabase"
"SerpentJerky_JH","Serpent Jerky","Food","Tough but full of flavor","WackysDatabase"
"TrophyGoldenGjall","Golden Gjall Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"SkillPotionSpear_JH","Skill Potion - Spear","Food","A potion favored by vikings that fight with spears","WackysDatabase"
"FishNLoxSkewer","Fish&Lox Skewer","Food","Salty and Savory","WackysDatabase"
"Bandage1_JH","Bandage Improved","Food","An improved bandage to clean your wounds.","WackysDatabase"
"WispPotion_JH","Wisp Potion","Food","Consuming this potion releases a Wisp for a short time.","WackysDatabase"
"WindRun_JH","Wind Run Potion","Food","Who knew the wind can be so helpful..","WackysDatabase"
"LoxJerky_JH","Lox Jerky","Food","Tender and full of flavor","WackysDatabase"
"CookedEntrails","Cooked Entrails","Food","Cooked Entrails","WackysDatabase"
"SkillPotionUnarmed_JH","Skill Potion - Unarmed","Food","A potion favored by vikings that fight with their fists","WackysDatabase"
"StaffFrostBurst_JH","Frost Burst Shot","Weapon","A charged weapon capable of shooting frost-infused shrapnel at your foes.","WackysDatabase"
"TrophyGoldenQueen","Golden Trophy Queen","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"BlackMetalDevastator_JH","Blackmetal Eruptor","Weapon","A charged weapon capable of shooting blackmetal shrapnel at your foes","WackysDatabase"
"TrophyGoldenTroll","Golden Troll Trophy","Item","a rare drop"," Haldor would buy this for a hefty price              <color=#edd221>Valuable</color>","WackysDatabase"
"Pickable_AsmodeusSkelly_01_TW","Pickable_AsmodeusSkelly_01_TW","Undefined","","Monstrum"
"Pickable_AsmodeusSkelly_02_TW","Pickable_AsmodeusSkelly_02_TW","Undefined","","Monstrum"
"BlueberriesVegvisirAsmodeus","BlueberriesVegvisirAsmodeus","Undefined","","Monstrum"
"Pickable_Mushroom_yellowVegvisirSvalt","Pickable_Mushroom_yellowVegvisirSvalt","Undefined","","Monstrum"
"Pickable_VrykolathasSkelly_01_TW","Pickable_VrykolathasSkelly_01_TW","Undefined","","Monstrum"
"Pickable_VrykolathasSkelly_02_TW","Pickable_VrykolathasSkelly_02_TW","Undefined","","Monstrum"
"Pickable_SkellyVegvisirVrykolathas","Pickable_SkellyVegvisirVrykolathas","Undefined","","Monstrum"
"Pickable_DeepNorthNest_Egg","Pickable_DeepNorthNest_Egg","Undefined","","MonstrumDeepNorth"
"CaveDeepNorth_DestructibleRug","CaveDeepNorth_DestructibleRug","Undefined","","MonstrumDeepNorth"
"Pickable_CaveDeepNorth_MeatPile_01","Pickable_CaveDeepNorth_MeatPile_01","Undefined","","MonstrumDeepNorth"
"CaveDeepNorth_GlacierFragment_01","Jotunnheim fragment","Undefined","","MonstrumDeepNorth"
"CaveDeepNorth_GlacierFragment_02","Jotunnheim fragment","Undefined","","MonstrumDeepNorth"
"TreasureChest_CaveDeepNorth_TW","Frozen Chest","Piece","","MonstrumDeepNorth"
"Pickable_JotunnCamp_ChainedMeat_01","Pickable_JotunnCamp_ChainedMeat_01","Undefined","","MonstrumDeepNorth"
"Pickable_JotunnCamp_ChainedMeat_02","Pickable_JotunnCamp_ChainedMeat_02","Undefined","","MonstrumDeepNorth"
"Pickable_JotunnCamp_ChainedMeat_03","Pickable_JotunnCamp_ChainedMeat_03","Undefined","","MonstrumDeepNorth"
"Pickable_JotunnCamp_ChainedMeat_04","Pickable_JotunnCamp_ChainedMeat_04","Undefined","","MonstrumDeepNorth"
"DeepNorth_MammothBones","Frozen Mammoth Bones","Undefined","","MonstrumDeepNorth"
"SurtrBanner","SurtrBanner","Undefined","","MonstrumDeepNorth"
"DescratedBearBones","Scorched Bear Bones","Undefined","","MonstrumDeepNorth"
"Pickable_SythrakSkelly_01_TW","Pickable_SythrakSkelly_01_TW","Undefined","","MonstrumDeepNorth"
"Pickable_SythrakSkelly_02_TW","Pickable_SythrakSkelly_02_TW","Undefined","","MonstrumDeepNorth"
"Pickable_SythrakSkelly_03_TW","Pickable_SythrakSkelly_03_TW","Undefined","","MonstrumDeepNorth"
"Pickable_SythrakSkelly_04_TW","Pickable_SythrakSkelly_04_TW","Undefined","","MonstrumDeepNorth"
"Pickable_SythrakSkelly_06_TW","Pickable_SythrakSkelly_06_TW","Undefined","","MonstrumDeepNorth"
"Andvaranaut","Andvaranaut","Item","$mod_epicloot_assets_andvaranaut_introduce  ","Epic Loot"
"MWL_PlainsTavern1_Trader","Haldor","Undefined","","More_World_Traders"
"MWL_OceanTavern1_Trader","Haldor","Undefined","","More_World_Traders"
"MWL_PlainsCamp1_Trader","Haldor","Undefined","","More_World_Traders"
"MWL_BlackForestBlacksmith1_Trader","Haldor","Undefined","","More_World_Traders"
"MWL_BlackForestBlacksmith2_Trader","Haldor","Undefined","","More_World_Traders"
"MWL_MountainsBlacksmith1_Trader","Haldor","Undefined","","More_World_Traders"
"MWL_MistlandsBlacksmith1_Trader","Haldor","Undefined","","More_World_Traders"
"ExplorersBackpack","Explorers Backpack","Item","$itemdesc_ExplorersBackpack","Valheim"
"SimpleBackpack","Simple Backpack","Item","$itemdesc_SimpleBackpack","Valheim"
"MiningBackpack","Mining Backpack","Item","$itemdesc_MiningBackpack","Valheim"
"ForagingBackpack","Foraging Backpack","Item","$itemdesc_ForagingBackpack","Valheim"
"TreasuresBackpack","Treasures Backpack","Item","$itemdesc_TreasuresBackpack","Valheim"
"TrollBackpack","Troll Backpack","Item","$itemdesc_TrollBackpack","Valheim"
"FoodBackpack","Food Backpack","Item","$itemdesc_FoodBackpack","Valheim"
"TrophyBackpack","Trophy Backpack","Item","$itemdesc_TrophyBackpack","Valheim"
"ScrollBackpack","Scroll Backpack","Item","$itemdesc_ScrollBackpack","Valheim"
"AmmoBackpack","Ammo Backpack","Item","$itemdesc_AmmoBackpack","Valheim"
"WishboneBackpack","Wishbone Backpack","Item","$itemdesc_WishboneBackpack","Valheim"
"EpicLootBackpack","EpicLoot Backpack","Item","$itemdesc_EpicLootBackpack","Valheim"
"AndvaranautBackpack","Andvaranaut Backpack","Item","$itemdesc_AndvaranautBackpack","Valheim"
"NoviceBackpack","Novice Backpack","Item","$itemdesc_NoviceBackpack","Valheim"
"ScholarBackpack","Scholar Backpack","Item","$itemdesc_ScholarBackpack","Valheim"
"MagusBackpack","Magus Backpack","Item","$itemdesc_MagusBackpack","Valheim"
"WizardBackpack","Wizard Backpack","Item","$itemdesc_WizardBackpack","Valheim"
"ElectromancerBackpack","Electromancer Backpack","Item","$itemdesc_ElectromancerBackpack","Valheim"
"Mushroom_Attack1_MP","Mushroom Attack 1","Weapon","","Mushroom Monsters"
"Mushroom_Attack2_MP","Mushroom Attack 2","Weapon","","Mushroom Monsters"
"Mushroom_Attack3_MP","Mushroom Attack 3","Weapon","","Mushroom Monsters"
"MushroomSporeAttack_MP","Mushroom Spore Attack","Weapon","","Mushroom Monsters"
"Sporeling_AttackAoE_MP","Sporeling AoE Attack","Weapon","","Mushroom Monsters"
"SporeNorth_Attack_MP","Spore North Attack Spit","Weapon","","Mushroom Monsters"
"SporeNorth_AttackAoE_MP","Spore North AoE Attack","Weapon","","Mushroom Monsters"
"cultivate_v2","Cultivate","Piece","","Valheim"
"replant_v2","Grass","Piece","","Valheim"
"vines","Vines","Piece","$peVinesDescription","Valheim"
"piece_remove_feaster","Remove","Piece","$item_feaster_remove_description","Valheim"
"piece_repair","Repair","Piece","","Valheim"
"fire_pit","Campfire","Piece","","Valheim"
"fire_pit_iron","Iron Fire Pit","Piece","","Valheim"
"bonfire","Bonfire","Piece","","Valheim"
"hearth","Hearth","Piece","","Valheim"
"wood_stack","Wood Stack","Piece","","Valheim"
"wood_fine_stack","Finewood Stack","Piece","","Valheim"
"wood_core_stack","Corewood Stack","Piece","","Valheim"
"wood_yggdrasil_stack","Yggdrasil Wood Stack","Piece","","Valheim"
"blackwood_stack","Ashwood Stack","Piece","","Valheim"
"stone_pile","Stone Pile","Piece","","Valheim"
"coal_pile","Coal Pile","Piece","","Valheim"
"blackmarble_pile","Black Marble Pile","Piece","","Valheim"
"grausten_pile","Grausten Pile","Piece","","Valheim"
"skull_pile","Pile of Skulls","Piece","","Valheim"
"bone_stack","Bone Stack","Piece","","Valheim"
"piece_cookingstation","Cooking Station","Piece","","Valheim"
"piece_cookingstation_iron","Iron Cooking Station","Piece","","Valheim"
"piece_cauldron","Cauldron","Piece","$piece_craftingstation","Valheim"
"cauldron_ext1_spice","Spice Rack","Piece","$piece_cauldron $piece_upgrade","Valheim"
"cauldron_ext3_butchertable","Butcher's Table","Piece","$piece_cauldron $piece_upgrade","Valheim"
"cauldron_ext4_pots","Pots and Pans","Piece","$piece_cauldron $piece_upgrade","Valheim"
"cauldron_ext5_mortarandpestle","Mortar and Pestle","Piece","$piece_cauldron $piece_upgrade","Valheim"
"cauldron_ext6_rollingpins","Rolling Pins and Cutting Boards","Piece","$piece_cauldron $piece_upgrade","Valheim"
"piece_preptable","Food Preparation Table","Piece","$piece_craftingstation","Valheim"
"piece_oven","Stone Oven","Piece","","Valheim"
"piece_workbench","Workbench","Piece","$piece_craftingstation","Valheim"
"piece_workbench_ext1","Chopping Block","Piece","$piece_workbench $piece_upgrade","Valheim"
"piece_workbench_ext2","Tanning Rack","Piece","$piece_workbench $piece_upgrade","Valheim"
"piece_workbench_ext3","Adze","Piece","$piece_workbench $piece_upgrade","Valheim"
"piece_workbench_ext4","Tool Shelf","Piece","$piece_workbench $piece_upgrade","Valheim"
"piece_stonecutter","Stonecutter","Piece","$piece_craftingstation","Valheim"
"piece_artisanstation","Artisan Table","Piece","$piece_craftingstation","Valheim"
"artisan_ext1","Artisan Press","Piece","$piece_artisanstation $piece_upgrade","Valheim"
"forge","Forge","Piece","$piece_craftingstation","Valheim"
"forge_ext1","Forge Bellows","Piece","$piece_forge $piece_upgrade","Valheim"
"forge_ext2","Anvils","Piece","$piece_forge $piece_upgrade","Valheim"
"forge_ext3","Grinding Wheel","Piece","$piece_forge $piece_upgrade","Valheim"
"forge_ext4","Smith's Anvil","Piece","$piece_forge $piece_upgrade","Valheim"
"forge_ext5","Forge Cooler","Piece","$piece_forge $piece_upgrade","Valheim"
"forge_ext6","Forge Tool Rack","Piece","$piece_forge $piece_upgrade","Valheim"
"smelter","Smelter","Piece","","Valheim"
"blastfurnace","Blast Furnace","Piece","","Valheim"
"eitrrefinery","Eitr Refinery","Piece","","Valheim"
"blackforge","Black Forge","Piece","$piece_craftingstation","Valheim"
"blackforge_ext1","Black Forge Cooler","Piece","$piece_blackforge $piece_upgrade","Valheim"
"blackforge_ext2_vise","Vice","Piece","$piece_blackforge $piece_upgrade","Valheim"
"blackforge_ext3_metalcutter","Metal Cutter","Piece","$piece_blackforge $piece_upgrade","Valheim"
"blackforge_ext4_gemcutter","Gem Cutter","Piece","$piece_blackforge $piece_upgrade","Valheim"
"charcoal_kiln","Charcoal Kiln","Piece","","Valheim"
"windmill","Windmill","Piece","","Valheim"
"piece_spinningwheel","Spinning Wheel","Piece","","Valheim"
"wood_floor_1x1","Wood Floor 1x1","Piece","","Valheim"
"wood_floor","Wood Floor 2x2","Piece","","Valheim"
"wood_stair","Wood Stairs","Piece","","Valheim"
"wood_stepladder","Wood Ladder","Piece","","Valheim"
"wood_wall_quarter","Wood Wall 1x1","Piece","","Valheim"
"wood_wall_half","Wood Wall Half","Piece","","Valheim"
"woodwall","Wood Wall","Piece","","Valheim"
"wood_wall_roof","Wood Wall 26°","Piece","","Valheim"
"wood_wall_roof_upsidedown","Wood Wall 26° (Inverted)","Piece","","Valheim"
"wood_wall_roof_top","Wood Roof Cross 26°","Piece","","Valheim"
"wood_wall_roof_45","Wood Wall 45°","Piece","","Valheim"
"wood_wall_roof_45_upsidedown","Wood Wall 45° (Inverted)","Piece","","Valheim"
"wood_wall_roof_top_45","Wood Roof Cross 45°","Piece","","Valheim"
"wood_roof","Thatch Roof 26°","Piece","","Valheim"
"wood_roof_top","Thatch Roof Ridge 26°","Piece","","Valheim"
"wood_roof_ocorner","Thatch Roof Outer Corner 26°","Piece","","Valheim"
"wood_roof_icorner","Thatch Roof Inner Corner 26°","Piece","","Valheim"
"wood_roof_45","Thatch Roof 45°","Piece","","Valheim"
"wood_roof_top_45","Thatch Roof Ridge 45°","Piece","","Valheim"
"wood_roof_ocorner_45","Thatch Roof Outer Corner 45°","Piece","","Valheim"
"wood_roof_icorner_45","Thatch Roof Inner Corner 45°","Piece","","Valheim"
"wood_pole","Wood Pole 1 m","Piece","","Valheim"
"wood_pole2","Wood Pole 2 m","Piece","","Valheim"
"wood_beam_1","Wood Beam 1 m","Piece","","Valheim"
"wood_beam","Wood Beam 2 m","Piece","","Valheim"
"wood_beam_26","Wood Beam 26°","Piece","","Valheim"
"wood_beam_45","Wood Beam 45°","Piece","","Valheim"
"wood_dragon1","Wood Dragon Adornment","Piece","","Valheim"
"wood_door","Wood Door","Piece","","Valheim"
"wood_gate","Wood Gate","Piece","","Valheim"
"darkwood_gate","Darkwood Gate","Piece","","Valheim"
"piece_hexagonal_door","Hexagonal Gate","Piece","","Valheim"
"wood_window","Wood Shutter","Piece","","Valheim"
"wood_pole_log","Log Pole 2 m","Piece","","Valheim"
"wood_pole_log_4","Log Pole 4 m","Piece","","Valheim"
"wood_wall_log","Log Beam 2 m","Piece","","Valheim"
"wood_wall_log_4x0.5","Log Beam 4 m","Piece","","Valheim"
"wood_log_26","Log Beam 26°","Piece","","Valheim"
"wood_log_45","Log Beam 45°","Piece","","Valheim"
"darkwood_roof","Shingle Roof 26°","Piece","","Valheim"
"darkwood_roof_top","Shingle Roof Ridge 26°","Piece","","Valheim"
"darkwood_roof_ocorner","Shingle Roof Outer Corner 26°","Piece","","Valheim"
"darkwood_roof_icorner","Shingle Roof Inner Corner 26°","Piece","","Valheim"
"darkwood_roof_45","Shingle Roof 45°","Piece","","Valheim"
"darkwood_roof_top_45","Shingle Roof Ridge 45°","Piece","","Valheim"
"darkwood_roof_ocorner_45","Shingle Roof Outer Corner 45°","Piece","","Valheim"
"darkwood_roof_icorner_45","Shingle Roof Inner Corner 45°","Piece","","Valheim"
"darkwood_pole","Darkwood Pole 2m","Piece","","Valheim"
"darkwood_pole4","Darkwood Pole 4m","Piece","","Valheim"
"darkwood_beam","Darkwood Beam 2 m","Piece","","Valheim"
"darkwood_beam_26","Darkwood Beam 26°","Piece","","Valheim"
"darkwood_beam_45","Darkwood Beam 45°","Piece","","Valheim"
"darkwood_beam4x4","Darkwood Beam 4 m","Piece","","Valheim"
"darkwood_decowall","Carved Darkwood Divider","Piece","","Valheim"
"darkwood_arch","Darkwood Arch","Piece","","Valheim"
"darkwood_raven","Raven Adornment","Piece","","Valheim"
"darkwood_wolf","Wolf Adornment","Piece","","Valheim"
"wood_fence","Roundpole Fence","Piece","","Valheim"
"stake_wall","Stakewall","Piece","","Valheim"
"piece_dvergr_stake_wall","Dvergr Stakewall","Piece","","Valheim"
"piece_sharpstakes","Sharp Stakes","Piece","","Valheim"
"piece_stakewall_blackwood","Ashwood Stakewall","Piece","","Valheim"
"piece_dvergr_sharpstakes","Dvergr Sharp Stakes","Piece","","Valheim"
"stone_wall_1x1","Stone Wall 1x1","Piece","","Valheim"
"stone_wall_2x1","Stone Wall 2x1","Piece","","Valheim"
"stone_wall_4x2","Stone Wall 4x2","Piece","","Valheim"
"stone_pillar","Stone Pillar","Piece","","Valheim"
"stone_arch","Stone Arch","Piece","","Valheim"
"stone_floor_2x2","Stone Floor 2x2","Piece","","Valheim"
"stone_stair","Stone Stair","Piece","","Valheim"
"blackmarble_1x1","Black Marble 1x1x1","Piece","","Valheim"
"blackmarble_2x1x1","Black Marble 2x1x1","Piece","","Valheim"
"blackmarble_2x2x2","Black Marble 2x2x2","Piece","","Valheim"
"blackmarble_floor","Black Marble Floor","Piece","","Valheim"
"blackmarble_floor_triangle","Black Marble Floor Triangle","Piece","","Valheim"
"blackmarble_stair","Black Marble Stair","Piece","","Valheim"
"blackmarble_tip","Black Marble Quarter Spire","Piece","","Valheim"
"blackmarble_base_1","Black Marble Plinth","Piece","","Valheim"
"blackmarble_basecorner","Black Marble Plinth Corner","Piece","","Valheim"
"blackmarble_out_1","Black Marble Cornice","Piece","","Valheim"
"blackmarble_outcorner","Black Marble Cornice Corner","Piece","","Valheim"
"blackmarble_arch","Black Marble Arch","Piece","","Valheim"
"blackmarble_column_1","Black Marble Column Small","Piece","","Valheim"
"blackmarble_column_2","Black Marble Column Wide","Piece","","Valheim"
