Prefab,Name,Mod,Station,Station Lvl,Skill Level,Recipe,DMG,Armor,Block,Weight,Durability,Tier,World Level,Rarity
TurretBoltWood,Wooden Missile,Valheim,,1,,"RoundLog x5, Feathers x2",75,,Power,0.5,maxDurability,,,
TyraniumBar_TW,Tyranium,WarfareFireAndIce,,1,,"LokvyrBar_TW x1, JotunnheimCrystal_TW x1",,,Power,12,maxDurability,,,
TyraniumDevastator_JH,Tyranium Eruptor,WackysDatabase,,1,,"TyraniumBar_TW x28, RuneRage_TW x16, JotunnTooth_TW x10, TrophyArcticWolf_TW x1",31,,Power,1.5,maxDurability,1,,
UncookedBerryCakePlains_TW,Uncooked Berry Cake,Wizardry,,1,,"Cloudberry x8, MushroomDevilstongue_TW x4, Honey x8, BarleyFlour x4",,,Power,0.3,maxDurability,,,
UncookedFeastofthegods,Godly Feast Prep,absolutely worth the wait!!!!,,1,,"LoxPieUncooked x1, FishAndBreadUncooked x1, MeatPlatterUncooked x1, MisthareSupremeUncooked x1, MagicallyStuffedShroomUncooked x1, BreadDough x1, HoneyGlazedChickenUncooked x1, RoastedCrustPie x1",,,Power,1,maxDurability,,,
valkchest,Aesir Chestplate,SouthsilArmor,,1,,"BlackMetal x30, DvergrKeyFragment x5, Eitr x30, TrophyGoblinKing x1",,,Power,10,maxDurability,,,
valkhelm,Aesir Helm,SouthsilArmor,,1,,"BlackMetal x30, DvergrKeyFragment x5, Eitr x30, TrophySeekerQueen x1",10,,Power,3,maxDurability,,,
valklegs,Aesir Legplates,SouthsilArmor,,1,,"BlackMetal x30, DvergrKeyFragment x5, Eitr x30, ScaleHide x20",,,Power,10,maxDurability,,,
VegetableSoup_JH,Vegetable Soup,WackysDatabase,,2,,"Carrot x2, Turnip x2, Entrails x1",,,Power,1,maxDurability,,,
VolcanicBlade_TW,Volcanic Blade,WarfareFireAndIce,,1,,"RagnoriteBar_TW x30, RuneDestruction_TW x16, SurtrIdol_TW x6, TrophySurtrBrute_TW x1",205,,Power,4,maxDurability,,,
warlordchest,Warlord's Spaulder,SouthsilArmor,,1,,"FlametalNew x15, BlackMarble x15, Softtissue x15, Chain x15",,,Power,10,maxDurability,,,
warlordhelm,Warlord's Greathelm,SouthsilArmor,,1,,"FlametalNew x15, BlackMarble x15, Softtissue x15, TrophyGreydwarfBrute x1",,,Power,1,maxDurability,,,
warlordlegs,Warlord's Battleboots,SouthsilArmor,,1,,"FlametalNew x15, BlackMarble x15, Softtissue x15, LoxPelt x15",,,Power,10,maxDurability,,,
WarpikeBlackmetal_TW,Blackmetal War Pike,Warfare,,4,,"FineWood x25, BlackMetal x25, ProwlerFang_TW x10, TrophyGoblinBrute x1",98,,Power,1.5,maxDurability,,,
WarpikeBone_TW,Bone War Pike,Warfare,,1,,"BoneFragments x15, Copper x10, TrophySkeleton x1",38,,Power,1.5,maxDurability,,,
WarpikeChitin_TW,Abyssal War Pike,Warfare,,2,,"ElderBark x14, Chitin x20, Bronze x8",48,,Power,1.5,maxDurability,,,
WarpikeDvergr_TW,Dwarven War Pike,Warfare,,1,,"YggdrasilWood x30, Eitr x12, VenomousFang_TW x10, TrophyTick x1",118,,Power,1.5,maxDurability,,,
WarpikeElder_TW,Heartrender,Warfare,,2,,"ElderBark x30, Bronze x25, AncientSeed x8, TrophyTheElder x1",62,,Power,1.5,maxDurability,,,
WarpikeFlametal_TW,Flametal War Pike,Warfare,,1,,"Blackwood x20, FlametalNew x18, CharredBone x10, TrophyCharredMelee x1",138,,Power,1.5,maxDurability,,,
WarpikeNjord_TW,Njord War Pike,WarfareFireAndIce,,1,,"TyraniumBar_TW x22, RuneRage_TW x14, BorealPineWood_TW x22, TrophyJotunnBrute_TW x1",163,,Power,1.5,maxDurability,,,
WarpikeObsidian_TW,Obsidian War Pike,Warfare,,3,,"ElderBark x25, Obsidian x20, Silver x12, TrophySGolem x1",78,,Power,1.5,maxDurability,,,
WarpikeSurtr_TW,Surtr War Pike,WarfareFireAndIce,,1,,"RagnoriteBar_TW x22, RuneDestruction_TW x14, BorealPineWood_TW x22, TrophySurtrWarbringer_TW x1",163,,Power,1.5,maxDurability,,,
WindBelt,Wind Belt,OdinShipPlus,Carpenters Table,1,,"Ruby x1, AmberPearl x4, DeerHide x5, Blueberries x2",,,Power,2,maxDurability,,,
WindPotion_JH,Tail Wind Potion,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, Thistle x5, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
WindRun_JH,Wind Run Potion,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, Feathers x5, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
WishboneBackpack,Wishbone Backpack,Valheim,,1,,"Bronze x5, DeerHide x10, LeatherScraps x10, Wishbone x1, Iron x0, ElderBark x0, Guck x0, Silver x0, WolfPelt x0, JuteRed x0, BlackMetal x0, LinenThread x0, LoxPelt x0, JuteBlue x0, ScaleHide x0, Carapace x0",,,Power,4,maxDurability,,,
WispPotion_JH,Wisp Potion,WackysDatabase,,1,,"Wisp x3, MeadTasty x3",,,Power,1,maxDurability,,,
WizardBackpack,Wizard Backpack,Valheim,,1,,"FabricBundle_Plains_TW x2, BlackMetal x2",,,Power,4,maxDurability,,,
WolfJerky,Wolf Jerky,Valheim,,3,,"WolfMeat x1, Honey x1",,,Power,0.5,maxDurability,,,
WoodPolearmHTD,Sharp Wood Stake,Hugos Armory,,1,,Wood x6,12,,Power,1.5,maxDurability,,,
WoodSwordHTD,Wood Sword (Stick),Hugos Armory,,1,,Wood x4,12,,Power,0.8,maxDurability,,,
WoolYarn_Black_TW,Black Yarn,Wizardry,,1,,"WoolScraps_TW x4, Tar x2",,,Power,0.3,maxDurability,,,
WoolYarn_Blue_TW,Blue Yarn,Wizardry,,1,,"WoolScraps_TW x4, FreezeGland x2",,,Power,0.3,maxDurability,,,
WoolYarn_Brown_TW,Brown Yarn,Wizardry,,1,,WoolScraps_TW x4,,,Power,0.3,maxDurability,,,
WoolYarn_Green_TW,Green Yarn,Wizardry,,1,,"WoolScraps_TW x4, Ooze x2",,,Power,0.3,maxDurability,,,
WoolYarn_Red_TW,Red Yarn,Wizardry,,1,,"WoolScraps_TW x4, Bloodbag x2",,,Power,0.3,maxDurability,,,
WoolYarn_Teal_TW,Teal Yarn,Wizardry,,1,,"WoolScraps_TW x4, Eitr x2",,,Power,0.3,maxDurability,,,
WoolYarn_White_TW,White Yarn,Wizardry,,1,,"WoolScraps_TW x4, Crystal x1",,,Power,0.3,maxDurability,,,
WoolYarn_Yellow_TW,Yellow Yarn,Wizardry,,1,,"WoolScraps_TW x4, Dandelion x4",,,Power,0.3,maxDurability,,,
wschest,World Serpent Cuirass,SouthsilArmor,,1,,"lagichest x1, valkchest x1, svenchest x1, Eitr x20, FlametalNew x0",,,Power,10,maxDurability,,,
wshelm,World Serpent Casque,SouthsilArmor,,1,,"lagihelmalt x1, valkhelm x1, sven x1, Eitr x20, FlametalNew x0",,,Power,1,maxDurability,,,
wslegs,World Serpent Greaves,SouthsilArmor,,1,,"lagipants x1, valklegs x1, svenlegs x1, Eitr x20, FlametalNew x0",,,Power,10,maxDurability,,,
YggdrasilPorridge,Yggdrasil Porridge,Valheim,,5,,"Sap x4, Barley x3, RoyalJelly x2",,,Power,1,maxDurability,,,
